# DisplayName	AssetName	SourceEra	ProjectEraHint	SourcePack	SourceGroup	SourceCategory	ProjectCategoryHint	GameplayCategory	BuildCost	BlueprintCost	ConnectionCostPerCell	IsLandmark	KeybindAction	AssetPath	BlueprintPath
Cabin	DA_T6SpacePort_Cabin	Future Era	Modern	Future	Future	Military	Military		9500	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Future\ConstructionHalls\Cabin\DA_T6SpacePort_Cabin.uasset	/Game/Blueprints/Buildings/DLC/Future/ConstructionHalls/Cabin/DA_T6SpacePort_Cabin
Cargo	DA_T6SpacePort_Cargo	Future Era	Modern	Future	Future	Military	Military		15000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Future\ConstructionHalls\Cargo\DA_T6SpacePort_Cargo.uasset	/Game/Blueprints/Buildings/DLC/Future/ConstructionHalls/Cargo/DA_T6SpacePort_Cargo
Engine	DA_T6SpacePort_Engine	Future Era	Modern	Future	Future	Military	Military		8000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Future\ConstructionHalls\Engine\DA_T6SpacePort_Engine.uasset	/Game/Blueprints/Buildings/DLC/Future/ConstructionHalls/Engine/DA_T6SpacePort_Engine
Space Port Complex	DA_T6SpacePortComplex	Future Era	Modern	Future	Future	Military	Military		55000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Future\SpacePortComplex\DA_T6SpacePortComplex.uasset	/Game/Blueprints/Buildings/DLC/Future/SpacePortComplex/DA_T6SpacePortComplex
Tank	DA_T6SpacePort_Tank	Future Era	Modern	Future	Future	Military	Military		9500	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Future\ConstructionHalls\Tank\DA_T6SpacePort_Tank.uasset	/Game/Blueprints/Buildings/DLC/Future/ConstructionHalls/Tank/DA_T6SpacePort_Tank
Eternal Flame	DA_T6EternalFlame	Landmarks	Modern	Landmarks	Landmarks	Landmarks			20000	0	0	True	BuildEternalFlame	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\Landmarks\EternalFlame\DA_T6EternalFlame.uasset	/Game/Blueprints/Buildings/Landmarks/EternalFlame/DA_T6EternalFlame
Additional Small Parks	DA_SmallPark_08	Modern Times	Modern	Modern Times	ModernTimes	Decoration	Infrastructure		250	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_SmallPark_08.uasset	/Game/Blueprints/Buildings/DLC/Lobbyistico/AdditionalSmallParks/BP_T6SmallPark_08.BP_T6SmallPark_08_C
Additional Small Parks	DA_SmallPark_09	Modern Times	Modern	Modern Times	ModernTimes	Decoration	Infrastructure		500	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_SmallPark_09.uasset	/Game/Blueprints/Buildings/DLC/Lobbyistico/AdditionalSmallParks/BP_T6SmallPark_09.BP_T6SmallPark_09_C
El Prez Sign	DA_ElPrezSign	Modern Times	Modern	Modern Times	ModernTimes	Decoration	Infrastructure		1000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_ElPrezSign.uasset	/Game/Blueprints/Buildings/DLC/Lobbyistico/ElPrezSign/BP_T6ElPrezSign.BP_T6ElPrezSign_C
Space Memorial	DA_SpaceMemorial	Modern Times	Modern	Modern Times	ModernTimes	Decoration	Infrastructure		1250	0	0	False	BuildSpaceMemorial	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_SpaceMemorial.uasset	/Game/Blueprints/Buildings/ColdWar/SpaceMemorial/BP_T6SpaceMemorial.BP_T6SpaceMemorial_C
Aqua Park	DA_AquaPark	Modern Times	Modern	Modern Times	ModernTimes	Entertainment	Entertainment	Entertainment	9000	0	0	False	BuildAquaPark	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_AquaPark.uasset	/Game/Blueprints/Buildings/ModernTimes/AquaPark/BP_T6AquaPark.BP_T6AquaPark_C
Rollercoaster	DA_Rollercoaster	Modern Times	Modern	Modern Times	ModernTimes	Entertainment	Entertainment	Entertainment	9400	0	0	False	BuildRollercoaster	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_Rollercoaster.uasset	/Game/Blueprints/Buildings/ModernTimes/Rollercoaster/BP_T6Rollercoaster.BP_T6Rollercoaster_C
Stadium	DA_T6Stadium	Modern Times	Modern	Modern Times	ModernTimes	Entertainment	Entertainment	Entertainment	21000	0	0	False	BuildStadium	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_T6Stadium.uasset	/Game/Blueprints/Buildings/ModernTimes/Stadium/BP_T6Stadium.BP_T6Stadium_C
Automated Mine	DA_T6AutomatedMine	Modern Times	Modern	Modern Times	ModernTimes	FoodAndResources	FoodResource	SoilResources	9000	0	0	False	BuildAutomatedMine	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_T6AutomatedMine.uasset	/Game/Blueprints/Buildings/ModernTimes/AutomatedMine/BP_T6AutomatedMine.BP_T6AutomatedMine_C
Factory Ranch	DA_FactoryRanch	Modern Times	Modern	Modern Times	ModernTimes	FoodAndResources	FoodResource		5000	0	0	False	BuildFactoryRanch	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_FactoryRanch.uasset	/Game/Blueprints/Buildings/ModernTimes/FactoryRanch/BP_T6FactoryRanch.BP_T6FactoryRanch_C
Hydroponic Plantation	DA_T6HydroponicPlantation	Modern Times	Modern	Modern Times	ModernTimes	FoodAndResources	FoodResource		4000	0	0	False	BuildHydroponicPlantation	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_T6HydroponicPlantation.uasset	/Game/Blueprints/Buildings/ModernTimes/HydroponicPlantation/BP_T6HydroponicPlantation.BP_T6HydroponicPlantation_C
Llama Coin Farm	DA_T6LlamaCoinFarm	Modern Times	Modern	Modern Times	ModernTimes	Government	GovernmentFinance		20000	0	0	False	BuildLlamaCoinFarm	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\ModernTimes\LlamaCoinFarm\DA_T6LlamaCoinFarm.uasset	/Game/Blueprints/Buildings/ModernTimes/LlamaCoinFarm/DA_T6LlamaCoinFarm
Office	DA_T6Office	Modern Times	Modern	Modern Times	ModernTimes	Government	GovernmentFinance	Govermental	9000	0	0	False	BuildOffice	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_T6Office.uasset	/Game/Blueprints/Buildings/ModernTimes/Office/BP_T6Office.BP_T6Office_C
Offshore Office	DA_T6OffshoreOffice	Modern Times	Modern	Modern Times	ModernTimes	Government	GovernmentFinance	Govermental	12000	0	0	False	BuildOffshoreOffice	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_T6OffshoreOffice.uasset	/Game/Blueprints/Buildings/ModernTimes/OffshoreOffice/BP_T6OffshoreOffice.BP_T6OffshoreOffice_C
Police Blimp	DA_PoliceBlimp	Modern Times	Modern	Modern Times	ModernTimes	Government	GovernmentFinance		14000	0	0	False	BuildPoliceBlimp	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_PoliceBlimp.uasset	/Game/Blueprints/Buildings/ModernTimes/PoliceBlimp/BP_T6PoliceBlimp.BP_T6PoliceBlimp_C
Police Blimp Mobile	DA_PoliceBlimpMobile	Modern Times	Modern	Modern Times	ModernTimes	Government	GovernmentFinance		0	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_PoliceBlimpMobile.uasset	/Game/Blueprints/Buildings/ModernTimes/PoliceBlimpMobile/BP_T6PoliceBlimpMobile.BP_T6PoliceBlimpMobile_C
Modern Apartment	DA_ModernApartment	Modern Times	Modern	Modern Times	ModernTimes	Housing	Housing	Residential	8650	0	0	False	BuildModernApartment	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_ModernApartment.uasset	/Game/Blueprints/Buildings/ModernTimes/ModernApartment/BP_T6ModernApartment.BP_T6ModernApartment_C
Modern Mansion	DA_T6ModernMansion	Modern Times	Modern	Modern Times	ModernTimes	Housing	Housing	Residential	2050	0	0	False	BuildModernMansion	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_T6ModernMansion.uasset	/Game/Blueprints/Buildings/ModernTimes/ModernMansion/BP_T6ModernMansion.BP_T6ModernMansion_C
Electronics Factory	DA_ElectronicsFactory	Modern Times	Modern	Modern Times	ModernTimes	Industry	Industry	Industrial	25000	0	0	False	BuildElectronicsFactory	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_ElectronicsFactory.uasset	/Game/Blueprints/Buildings/ModernTimes/ElectronicsFactory/BP_T6ElectronicsFactory.BP_T6ElectronicsFactory_C
Fashion Company	DA_FashionFactory	Modern Times	Modern	Modern Times	ModernTimes	Industry	Industry	Industrial	18000	0	0	False	BuildFashionCompany	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_FashionFactory.uasset	/Game/Blueprints/Buildings/ModernTimes/FashionCompany/BP_T6FashionFactory.BP_T6FashionFactory_C
Juicery	DA_Juicery	Modern Times	Modern	Modern Times	ModernTimes	Industry	Industry	Industrial	12000	0	0	False	BuildJuicery	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_Juicery.uasset	/Game/Blueprints/Buildings/ModernTimes/Juicery/BP_T6Juicery.BP_T6Juicery_C
Pharmaceutical Company	DA_PharmaceuticalCompany	Modern Times	Modern	Modern Times	ModernTimes	Industry	Industry	Industrial	28000	0	0	False	BuildPharmaceuticalCompany	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_PharmaceuticalCompany.uasset	/Game/Blueprints/Buildings/ModernTimes/PharmaceuticalCompany/BP_T6PharmaceuticalCompany.BP_T6PharmaceuticalCompany_C
Smart Furniture Studio	DA_SmartFurnitureStudio_Building	Modern Times	Modern	Modern Times	ModernTimes	Industry	Industry	Industrial	25000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_SmartFurnitureStudio_Building.uasset	/Game/Blueprints/Buildings/DLC/LlamaOfWallStreet/ModernTimes/SmartFurnitureStudio/BP_T6SmartFurnitureStudio_Building.BP_T6SmartFurnitureStudio_Building_C
Offshore Wind Turbine	DA_OffshoreWindTurbine	Modern Times	Modern	Modern Times	ModernTimes	Infrastructure	Infrastructure		9500	0	0	False	BuildOffshoreWindTurbine	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_OffshoreWindTurbine.uasset	/Game/Blueprints/Buildings/ModernTimes/OffshoreWindTurbine/BP_T6OffshoreWindTurbine.BP_T6OffshoreWindTurbine_C
Solar Power Plant	DA_SolarPowerPlant	Modern Times	Modern	Modern Times	ModernTimes	Infrastructure	Infrastructure		18000	0	0	False	BuildSolarPowerPlant	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_SolarPowerPlant.uasset	/Game/Blueprints/Buildings/ModernTimes/SolarPowerPlant/BP_T6SolarPowerPlant.BP_T6SolarPowerPlant_C
Teleferic Station	DA_TelefericStation	Modern Times	Modern	Modern Times	ModernTimes	Infrastructure	Infrastructure		4500	0	0	False	BuildTelefericStation	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_TelefericStation.uasset	/Game/Blueprints/Buildings/ModernTimes/TelefericStation/BP_T6TelefericStation.BP_T6TelefericStation_C
Wind Farm	DA_WindFarm	Modern Times	Modern	Modern Times	ModernTimes	Infrastructure	Infrastructure		2500	0	0	False	BuildWindTurbine	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_WindFarm.uasset	/Game/Blueprints/Buildings/ModernTimes/WindFarm/BP_T6WindFarm.BP_T6WindFarm_C
Moonlander	DA_Moonlander	Modern Times	Modern	Modern Times	ModernTimes	Landmarks			15000	0	0	True	BuildMoonlander	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_Moonlander.uasset	/Game/Blueprints/Buildings/Landmarks/Moonlander/BP_T6Moonlander.BP_T6Moonlander_C
Neuschwanstein Castle	DA_T6NeuschwansteinCastle	Modern Times	Modern	Modern Times	ModernTimes	Landmarks			20000	0	0	True	BuildNeuschwansteinCastle	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_T6NeuschwansteinCastle.uasset	/Game/Blueprints/Buildings/Landmarks/NeuschwansteinCastle/BP_T6NeuschwansteinCastle.BP_T6NeuschwansteinCastle_C
Temple Of Heaven	DA_TempleOfHeaven	Modern Times	Modern	Modern Times	ModernTimes	Landmarks			20000	0	0	True	BuildTempleOfHeaven	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_TempleOfHeaven.uasset	/Game/Blueprints/Buildings/Landmarks/TempleOfHeaven/BP_T6TempleOfHeaven.BP_T6TempleOfHeaven_C
The Great Pyramid At Giza	DA_T6TheGreatPyramidAtGiza	Modern Times	Modern	Modern Times	ModernTimes	Landmarks			20000	0	0	True	BuildTheGreatPyramidOfGiza	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_T6TheGreatPyramidAtGiza.uasset	/Game/Blueprints/Buildings/Landmarks/TheGreatPyramidAtGiza/BP_T6TheGreatPyramidAtGiza.BP_T6TheGreatPyramidAtGiza_C
White House	DA_WhiteHouse	Modern Times	Modern	Modern Times	ModernTimes	Landmarks			20000	0	0	True	BuildWhiteHouse	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_WhiteHouse.uasset	/Game/Blueprints/Buildings/Landmarks/WhiteHouse/BP_T6WhiteHouse.BP_T6WhiteHouse_C
Winter Palace	DA_WinterPalace	Modern Times	Modern	Modern Times	ModernTimes	Landmarks			25000	0	0	True	BuildWinterPalace	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_WinterPalace.uasset	/Game/Blueprints/Buildings/Landmarks/WinterPalace/BP_T6WinterPalace.BP_T6WinterPalace_C
Beach Resort	DA_BeachResort	Modern Times	Modern	Modern Times	ModernTimes	LuxuryEntertainment	LuxuryEntertainment	Entertainment	5000	0	0	False	BuildBeachResort	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_BeachResort.uasset	/Game/Blueprints/Buildings/ModernTimes/BeachResort/BP_T6BeachResort.BP_T6BeachResort_C
Hang Gliding	DA_T6HangGlider	Modern Times	Modern	Modern Times	ModernTimes	LuxuryEntertainment	LuxuryEntertainment	Entertainment	4000	0	0	False	BuildHangGliding	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_T6HangGlider.uasset	/Game/Blueprints/Buildings/ModernTimes/HangGliding/BP_T6HangGlider.BP_T6HangGlider_C
Museum Of Modern Art	DA_MuseumOfModernArt	Modern Times	Modern	Modern Times	ModernTimes	LuxuryEntertainment	LuxuryEntertainment	Entertainment	17500	0	0	False	BuildMuseumOfModernArt	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_MuseumOfModernArt.uasset	/Game/Blueprints/Buildings/ModernTimes/MuseumOfModernArt/BP_T6MuseumOfModernArt.BP_T6MuseumOfModernArt_C
Yacht Club	DA_T6YachtClub	Modern Times	Modern	Modern Times	ModernTimes	LuxuryEntertainment	LuxuryEntertainment	Entertainment	11800	0	0	False	BuildYachtClub	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_T6YachtClub.uasset	/Game/Blueprints/Buildings/ModernTimes/YachtClub/BP_T6YachtClub.BP_T6YachtClub_C
Cyber Operations Center	DA_T6CyberOperationCenter	Modern Times	Modern	Modern Times	ModernTimes	Military	Military	Raid	18000	0	0	False	BuildCyberOperationsCenter	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_T6CyberOperationCenter.uasset	/Game/Blueprints/Buildings/ModernTimes/CyberOperationsCenter/BP_T6CyberOperationCenter.BP_T6CyberOperationCenter_C
DefenseHQ	DA_DefenseHQ	Modern Times	Modern	Modern Times	ModernTimes	Military	Military	Military	20000	0	0	False	BuildDefenseHQ	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_DefenseHQ.uasset	/Game/Blueprints/Buildings/ModernTimes/DefenseHQ/BP_T6DefenseHQ.BP_T6DefenseHQ_C
Drone Command	DA_DroneCommand	Modern Times	Modern	Modern Times	ModernTimes	Military	Military	Military	12000	0	0	False	BuildDroneCommand	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_DroneCommand.uasset	/Game/Blueprints/Buildings/ModernTimes/DroneCommand/BP_T6DroneCommand.BP_T6DroneCommand_C
Watchtower Modern	DA_WatchtowerModern	Modern Times	Modern	Modern Times	ModernTimes	Military	Military	Military	900	0	0	False	BuildWatchtowerModern	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_WatchtowerModern.uasset	/Game/Blueprints/Buildings/ModernTimes/WatchtowerModern/BP_T6WatchtowerModern.BP_T6WatchtowerModern_C
Beauty Farm	DA_BeautyFarm	Modern Times	Modern	Modern Times	ModernTimes	PublicServices	PublicService	Celebrity	9000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_BeautyFarm.uasset	/Game/Blueprints/Buildings/DLC/Spitter/ModernTimes/BeautyFarm/BP_T6BeautyFarm.BP_T6BeautyFarm_C
Rehab Center	DA_RehabCenter	Modern Times	Modern	Modern Times	ModernTimes	PublicServices	PublicService	Celebrity	8500	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_RehabCenter.uasset	/Game/Blueprints/Buildings/DLC/Spitter/ModernTimes/RehabCenter/BP_T6RehabCenter.BP_T6RehabCenter_C
Shopping Mall	DA_T6ShoppingMall	Modern Times	Modern	Modern Times	ModernTimes	PublicServices	PublicService		7250	0	0	False	BuildShoppingMall	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_T6ShoppingMall.uasset	/Game/Blueprints/Buildings/ModernTimes/ShoppingMall/BP_T6ShoppingMall.BP_T6ShoppingMall_C
Waste Treatment Facility	DA_T6WasteTreatmentFacility	Modern Times	Modern	Modern Times	ModernTimes	PublicServices	PublicService		8000	0	0	False	BuildWasteTreatmentFacility	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_T6WasteTreatmentFacility.uasset	/Game/Blueprints/Buildings/ModernTimes/WasteTreatmentFacility/BP_T6WasteTreatmentFacility.BP_T6WasteTreatmentFacility_C
Airport	DA_T6Airport	Modern Times	Modern	Modern Times	ModernTimes	Tourism	Tourism		18000	0	0	False	BuildAirport	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_T6Airport.uasset	/Game/Blueprints/Buildings/ModernTimes/Airport/BP_T6Airport.BP_T6Airport_C
Cruise Ship	DA_T6CruiseShip	Modern Times	Modern	Modern Times	ModernTimes	Tourism	Tourism	Tourism	15000	0	0	False	BuildCruiseShip	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_T6CruiseShip.uasset	/Game/Blueprints/Buildings/ModernTimes/CruiseShip/BP_T6CruiseShip.BP_T6CruiseShip_C
Economy Hotel	DA_EconomyHotel	Modern Times	Modern	Modern Times	ModernTimes	Tourism	Tourism	Tourism	6250	0	0	False	BuildEconomyHotel	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_EconomyHotel.uasset	/Game/Blueprints/Buildings/ModernTimes/EconomyHotel/BP_T6EconomyHotel.BP_T6EconomyHotel_C
Family Resort	DA_FamilyResort	Modern Times	Modern	Modern Times	ModernTimes	Tourism	Tourism	Tourism	3350	0	0	False	BuildFamilyResort	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_FamilyResort.uasset	/Game/Blueprints/Buildings/ModernTimes/FamilyResort/BP_T6FamilyResort.BP_T6FamilyResort_C
Luxury Hotel	DA_T6LuxuryHotel	Modern Times	Modern	Modern Times	ModernTimes	Tourism	Tourism	Tourism	12000	0	0	False	BuildLuxuryHotel	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_T6LuxuryHotel.uasset	/Game/Blueprints/Buildings/ModernTimes/LuxuryHotel/BP_T6LuxuryHotel.BP_T6LuxuryHotel_C
Skyscaper Hotel	DA_SkyscaperHotel	Modern Times	Modern	Modern Times	ModernTimes	Tourism	Tourism	Tourism	7050	0	0	False	BuildSkyscraperHotel	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_SkyscaperHotel.uasset	/Game/Blueprints/Buildings/ModernTimes/SkyscaperHotel/BP_T6SkyscaperHotel.BP_T6SkyscaperHotel_C
Super Villa	DA_SuperVilla	Modern Times	Modern	Modern Times	ModernTimes	Tourism	Tourism	Residential	4000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\ModernTimes\DA_SuperVilla.uasset	/Game/Blueprints/Buildings/DLC/Spitter/ModernTimes/SuperVilla/BP_T6SuperVilla.BP_T6SuperVilla_C
Planter Box	DA_T6PlanterBox	Nature	Modern	Nature	Nature	Decoration	Infrastructure		0	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Nature\CustomPark\PlanterBox\DA_T6PlanterBox.uasset	/Game/Blueprints/Buildings/DLC/Nature/CustomPark/PlanterBox/DA_T6PlanterBox
Climbing Park	DA_T6ClimbingPark	Nature	Modern	Nature	Nature	Entertainment	Entertainment	Entertainment	3500	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Nature\ClimbingPark\DA_T6ClimbingPark.uasset	/Game/Blueprints/Buildings/DLC/Nature/ClimbingPark/DA_T6ClimbingPark
Custom Park	DA_CustomPark	Nature	Modern	Nature	Nature	Entertainment	Entertainment		0	50	50	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Nature\CustomPark\DA_CustomPark.uasset	/Game/Blueprints/Buildings/DLC/Nature/CustomPark/DA_CustomPark
Beekeeper	DA_T6Beekeeper	Nature	Modern	Nature	Nature	FoodAndResources	FoodResource		950	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Nature\Beekeeper\DA_T6Beekeeper.uasset	/Game/Blueprints/Buildings/DLC/Nature/Beekeeper/DA_T6Beekeeper
Eco Apartment	DA_EcoApartment	Nature	Modern	Nature	Nature	Housing	Housing	Residential	6000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Nature\EcoApartment\DA_EcoApartment.uasset	/Game/Blueprints/Buildings/DLC/Nature/EcoApartment/DA_EcoApartment
Tree House	DA_T6TreeHouse	Nature	Modern	Nature	Nature	Housing	Housing	Residential	1100	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Nature\TreeHouse\DA_T6TreeHouse.uasset	/Game/Blueprints/Buildings/DLC/Nature/TreeHouse/DA_T6TreeHouse
Charcoal Burner	DA_T6CharcoalBurner	Nature	Modern	Nature	Nature	Industry	Industry		5000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Nature\CharcoalBurner\DA_T6CharcoalBurner.uasset	/Game/Blueprints/Buildings/DLC/Nature/CharcoalBurner/DA_T6CharcoalBurner
Paper Mill	DA_PaperMill	Nature	Modern	Nature	Nature	Industry	Industry	Industrial	6500	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Nature\PaperMill\DA_PaperMill.uasset	/Game/Blueprints/Buildings/DLC/Nature/PaperMill/DA_PaperMill
Printing House	DA_PrintingHouse	Nature	Modern	Nature	Nature	Industry	Industry	Industrial	8500	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Nature\PrintingHouse\DA_PrintingHouse.uasset	/Game/Blueprints/Buildings/DLC/Nature/PrintingHouse/DA_PrintingHouse
World Tree	DA_WorldTree	Nature	Modern	Nature	Nature	Landmarks			10000	0	0	True		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Nature\WorldTree\DA_WorldTree.uasset	/Game/Blueprints/Buildings/DLC/Nature/WorldTree/DA_WorldTree
Forest School	DA_ForestSchool	Nature	Modern	Nature	Nature	MediaAndEducation	MediaEducation	Educational	7500	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Nature\ForestSchool\DA_ForestSchool.uasset	/Game/Blueprints/Buildings/DLC/Nature/ForestSchool/DA_ForestSchool
Food Stall	DA_FoodStall	Nature	Modern	Nature	Nature	PublicServices	PublicService		600	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Nature\FoodStall\DA_FoodStall.uasset	/Game/Blueprints/Buildings/DLC/Nature/FoodStall/DA_FoodStall
