# Category	LocalIndex	DisplayName	BlueprintCost	ConstructionCost	TemplateType	IconPath	SpriteTexturePath	DetailText
Infrastructure	0	도로		15	SingleTileMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\T_ICO_Road.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\T_ICO_Road.png	등장 시기: 식민지 시대, 세계대전 시대(다리)\n건물을 도로로 연결하여 상품 운송과 이동을 가능하게 합니다.
MediaEducation	4	라디오 방송국	1200	2400	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_radiostation.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_radiostation.png	등장 시기: 세계대전 시대\n필요 인력: 2 (고졸)
MediaEducation	5	대통령 박물관	3750	7500	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_childhoodMuseum.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_childhoodMuseum.png	등장 시기: 미기재\n필요 인력: 4 (고졸)\n비고: 고유
MediaEducation	6	영묘	14000	28000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_mausoleum.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_mausoleum.png	등장 시기: 미기재\n필요 인력: 4 (고졸)\n비고: 고유
MediaEducation	7	TV 방송국	4100	8200	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_TVStation.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_TVStation.png	등장 시기: 냉전 시대\n필요 인력: 4 (고졸)
MediaEducation	8	격려용 광고판	1000	2000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\T_ICO_billboard.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\T_ICO_billboard.png	등장 시기: 냉전 시대\n필요 인력: 없음\n비고: 도로\n운영 모드:\n- 냉전 시대 기본 운영\n- 현대 시대 (연구 필요)
MediaEducation	9	격려용 동상	2500	5000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\T_ICO_inspiringStatue.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\T_ICO_inspiringStatue.png	등장 시기: 냉전 시대\n필요 인력: 없음
MediaEducation	10	연구소	8000	16000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_researchLab.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_researchLab.png	등장 시기: 냉전 시대\n필요 인력: 5 (대졸)
MediaEducation	11	우주 개발 프로그램	21000	42000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_spaceProgram.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_spaceProgram.png	등장 시기: 냉전 시대\n필요 인력: 10 (대졸)
MediaEducation	12	핵 개발 프로그램	17500	35000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_nuclearProgram.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_nuclearProgram.png	등장 시기: 냉전 시대\n필요 인력: 6 (대졸)
Tourism	0	여객선 터미널	4500	9000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_turistDock.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_turistDock.png	등장 시기: 냉전 시대\n필요 인력: 6 (무학력자)\n직업 품질: 55\n관광객 재산: 유복, 부유\n크기: 10x4\n비고: 해안\n운영 모드:\n- 저가 여객선\n- 호화 여객선 (연구 필요)\n업그레이드:\n- 화환 공급기 (냉전, 350, 도착 관광객 종합 만족도 +5)
Tourism	1	통나무집	1000	700	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_cabin.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_cabin.png	등장 시기: 냉전 시대\n필요 인력: 미기재\n서비스 품질: 40\n수용 가구: 1\n필요 재산: 유복 이상\n크기: 1x1\n선호 관광객: 미기재
Tourism	2	바닷가 별장	1000	1100	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_beachVilla.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_beachVilla.png	등장 시기: 냉전 시대\n필요 인력: 1 (고졸)\n직업 품질: 50\n서비스 품질: 57\n수용 가구: 2\n필요 재산: 부유, 더럽게 부유\n크기: 2x1\n선호 관광객: 미기재
Tourism	3	카바나 마을	1000	1900	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_cabanaVillage.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_cabanaVillage.png	등장 시기: 냉전 시대\n필요 인력: 2 (무학력자)\n직업 품질: 45\n서비스 품질: 46\n수용 가구: 6\n필요 재산: 유복 이상\n크기: 5x2\n선호 관광객: 미기재
Tourism	4	모텔	1075	2150	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_motel.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_motel.png	등장 시기: 냉전 시대\n필요 인력: 4 (무학력자)\n직업 품질: 40\n서비스 품질: 32\n수용 가구: 8\n필요 재산: 유복 이상\n크기: 3x2\n선호 관광객: 미기재
Tourism	5	호텔	2200	4400	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_hotel.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_hotel.png	등장 시기: 냉전 시대\n필요 인력: 4 (무학력자)\n직업 품질: 45\n서비스 품질: 50\n수용 가구: 12\n필요 재산: 유복 이상\n크기: 3x2\n선호 관광객: 휴양\n운영 모드:\n- 호텔 트로피카나\n- 호텔 카마로테 (숙박 슬롯 +4, 주거 품질 -10)\n- 지역 사업체 공급 (방 슬롯 -2, 주거 품질 -5, 사무소 효율 보너스)\n업그레이드:\n- 냉난방 (냉전, 700, 효율 +20%, 전력 20MW 필요)\n- 엘리베이터 (냉전, 850, 효율 +25%, 전력 30MW 필요)
Tourism	6	전망대	1000	500	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_scenicOutlook.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_scenicOutlook.png	등장 시기: 냉전 시대\n필요 인력: 미기재\n서비스 품질: 45\n수용 가구: 4\n필요 재산: 유복 이상\n크기: 2x1\n선호 관광객: 미기재
Tourism	7	기념품 매장	1000	1320	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_souvenirShop.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_souvenirShop.png	등장 시기: 냉전 시대\n필요 인력: 2 (무학력자)\n직업 품질: 45\n서비스 품질: 55\n수용 가구: 12\n필요 재산: 유복 이상\n크기: 2x1\n선호 관광객: 미기재
Tourism	8	여행사	1200	2400	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_touristOffice.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_touristOffice.png	등장 시기: 냉전 시대\n필요 인력: 3 (무학력자)\n직업 품질: 45\n서비스 품질: 60\n수용 가구: 24\n필요 재산: 유복 이상\n크기: 2x1\n선호 관광객: 미기재
Tourism	9	고대 유적	1250	2500	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_ancientRuins.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_ancientRuins.png	등장 시기: 냉전 시대\n필요 인력: 4 (무학력자)\n직업 품질: 50\n서비스 품질: 75\n수용 가구: 24\n필요 재산: 유복 이상\n크기: 5x5\n선호 관광객: 문화, 배낭여행\n비고: 유적지\n운영 모드:\n- 거의 온전히 보존\n- 테마 공원 개발\n- 고고학 발굴지\n- 비공식 고물 처리장 (연구 필요)
Tourism	10	원주민 마을	3300	6600	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_ethnicEnclave.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_ethnicEnclave.png	등장 시기: 냉전 시대\n필요 인력: 4 (무학력자)\n직업 품질: 50\n서비스 품질: 60\n수용 가구: 16\n필요 재산: 유복 이상\n크기: 3x2\n선호 관광객: 문화
Tourism	11	공항	9000	18000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_airport.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_airport.png	등장 시기: 냉전 시대\n필요 인력: 6 (고졸)\n필요 전력: 15MW\n직업 품질: 65\n서비스 품질: 미기재\n수용 가구: 미기재\n필요 재산: 부유, 더럽게 부유\n크기: 16x5\n운영 모드:\n- 저가 항공기 (현대)\n- 염가 항공기 (현대, 연구 필요)\n- 호화 항공기 (현대, 연구 필요)\n업그레이드:\n- 면세점 (현대, 도착 성인 관광객당 +$25)\n- 기내식 (현대, 도착 관광객 종합 만족도 +10)\n- 지하철역 (현대, 추가 전력 10MW)
Tourism	12	저가 호텔	3125	6250	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_economyHotel.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_economyHotel.png	등장 시기: 현대 시대\n필요 인력: 6 (무학력자)\n필요 전력: 15MW\n직업 품질: 35\n서비스 품질: 50\n수용 가구: 18\n필요 재산: 유복 이상\n크기: 4x4\n선호 관광객: 미기재
Tourism	13	가족 휴양지	1675	3350	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_familyResort.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_familyResort.png	등장 시기: 현대 시대\n필요 인력: 4 (무학력자)\n필요 전력: 20MW\n직업 품질: 40\n서비스 품질: 70\n수용 가구: 8\n필요 재산: 유복 이상\n크기: 4x3\n선호 관광객: 미기재
Tourism	14	고급 호텔	6000	12000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_luxuryHotel.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_luxuryHotel.png	등장 시기: 현대 시대\n필요 인력: 4 (무학력자)\n필요 전력: 40MW\n직업 품질: 50\n서비스 품질: 80\n수용 가구: 6\n필요 재산: 더럽게 부유\n크기: 4x3\n선호 관광객: 미기재
Tourism	15	초고층 호텔	3525	7050	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_skyscraperHotel.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_skyscraperHotel.png	등장 시기: 현대 시대\n필요 인력: 6 (무학력자)\n필요 전력: 20MW\n직업 품질: 45\n서비스 품질: 70\n수용 가구: 16\n필요 재산: 부유, 더럽게 부유\n크기: 3x2\n운영 모드:\n- 모든 층의 경치를 끝내주게\n- 지역 사업체 공급 (현대, 연구 필요)\n업그레이드:\n- 행동 층 (현대)\n- 복지 층 (현대)
Tourism	16	유람선	2500	5000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_cruiseShip.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_cruiseShip.png	등장 시기: 현대 시대\n필요 인력: 4 (무학력자)\n직업 품질: 55\n서비스 품질: 70\n수용 가구: 12\n필요 재산: 부유, 더럽게 부유\n크기: 7x2\n비고: 해양
PublicService	0	예배당	없음	미기재	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_chapel.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_chapel.png	등장 시기: 식민지 시대\n필요 인력: 미기재\n효과: 방문 시민에게 신앙 제공(재산 요건 없음)\n운영 모드:\n- 전통적 설교\n- 먼저 돕고 나중에 설교하라
PublicService	1	식료품점	없음	미기재	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_grocery.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_grocery.png	등장 시기: 식민지 시대\n필요 인력: 미기재\n요구 재산: 가난
PublicService	2	교회	미기재	미기재	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_church.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_church.png	등장 시기: 세계대전 시대\n필요 인력: 4명 (고졸)\n효과: 방문 시민에게 신앙 제공(재산 요건 없음), 고유\n운영 모드:\n- 여유로운 공간\n- 좌석 공유 (연구 필요, 노동자당 방문객 슬롯 +2, 서비스 품질 -15)\n업그레이드:\n- 폼푸스 벨 (세계대전, 1500)
PublicService	3	진료소	미기재	미기재	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_clinic.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_clinic.png	등장 시기: 식민지 시대\n필요 인력: 3 (대졸)\n효과: 방문 시민에게 보건 제공(가난 이상)\n운영 모드:\n- 국가 공인 의사\n- 돌팔이 (연구 필요)\n업그레이드:\n- 최신식 진단 (냉전, 노동자당 방문객 슬롯 +2)\n- 마취 (세계대전, 의료 품질 +10)
PublicService	4	소방서	미기재	미기재	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_fireStation.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_fireStation.png	등장 시기: 세계대전 시대\n필요 인력: 4명 (고졸)\n효과: 범위 내 화재 진압 및 화재 시 생존율 증가\n운영 모드:\n- 불끄기\n- 나무 위의 고양이 (냉전, 연구 필요)\n- 건물 조사 (냉전, 연구 필요)\n- 대피 훈련\n업그레이드:\n- 소방 헬리콥터 (냉전, 15000)\n- 고압 물 분사기 노즐 (냉전, 750)
PublicService	5	성당	미기재	미기재	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_cathedral.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_cathedral.png	등장 시기: 냉전 시대\n필요 인력: 4명 (대졸)\n효과: 방문 시민에게 신앙 제공(재산 요건 없음)\n운영 모드:\n- 철석같은 믿음\n- 프레지덴테의 고해 (연구 필요)\n- 오래된 성서 (연구 필요)\n업그레이드:\n- 집요한 고백 (냉전, 치안 +15)
PublicService	6	병원	미기재	미기재	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_hospital.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_hospital.png	등장 시기: 냉전 시대\n필요 인력: 4명 (대졸)\n필요 전력: 35MW\n효과: 방문 시민에게 보건 제공(유복 이상)\n운영 모드:\n- 병원 진료\n- 외래 진료 (연구 필요)\n- 치료법 연구 (연구 필요)\n업그레이드:\n- 입원시설 (냉전, 6000, 노동자당 방문객 슬롯 +2)
PublicService	7	정신병원	1875	7500	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_asylum.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_asylum.png	등장 시기: 냉전 시대\n필요 인력: 6명 (대졸)\n효과: 보호 시설 수용자에게 특수 요법, 수용자는 정치적 관점 상실\n운영 모드:\n- 반복 속의 휴식\n- 파란 약의 길\n- 빨간 약의 길\n업그레이드:\n- 저항실 (냉전, 2500, 효율 +20%, 전력 5MW 필요)
PublicService	8	쓰레기장	250	1000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_garbageDump.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_garbageDump.png	등장 시기: 냉전 시대\n필요 인력: 3명 (무학력)\n효과: 건물 자체는 공해 배출, 범위 내 다른 건물 공해 감소\n운영 모드:\n- 모든 쓰레기는 평등하다\n- 산업폐기물 처리장\n- 민간 쓰레기 수거\n업그레이드:\n- 전신 방호복 (냉전, 1000, 직업 품질 +10)
PublicService	9	쇼핑몰	3625	7250	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_shoppingMall.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_shoppingMall.png	등장 시기: 현대 시대\n필요 인력: 8명 (무학력)\n요구 재산: 유복\n효과: 식료품 판매, 소비재 판매로 가구 만족도 증가\n운영 모드:\n- 셀프 서비스\n- 포장 서비스\n업그레이드:\n- 호화 아울렛 (현대, 20000)\n- 냉난방 (현대, 15000, 직업 품질 +20, 추가 전력 40MW)
PublicService	10	폐기물 처리장	4000	8000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_wasteTreatmentFacility.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_wasteTreatmentFacility.png	등장 시기: 현대 시대\n필요 인력: 4명 (고졸)\n효과: 범위 내 다른 건물 공해 감소\n운영 모드:\n- 깔끔한 소각\n- 쓰레기 소각\n업그레이드:\n- 쓰레기더미 뒤지기 (현대, 6000)
PublicService	11	중독 치료소	4250	8500	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsDLC\\T_ICO_DLC_rehabCenter.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsDLC\\T_ICO_DLC_rehabCenter.png	등장 시기: 현대 시대\n필요 인력: 5명 (대졸)\n효과: 시민 보건 + 관광객 유흥 제공\n선호 관광객: 유명인\n재산 요구치: 부유 이상\n운영 모드:\n- 적절한 해독 요법\n- 급속 해독 요법\n- 후원 해독 요법\n- 위장 해독 요법
PublicService	12	미용 농원	4500	9000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsDLC\\T_ICO_DLC_beautyFarm.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsDLC\\T_ICO_DLC_beautyFarm.png	등장 시기: 현대 시대\n필요 인력: 5명 (고졸)\n효과: 시민 신앙 + 관광객 유흥 제공\n선호 관광객: 유명인\n재산 요구치: 부유 이상\n운영 모드:\n- 건강&스파\n- 건강&메스\n- 샴페인&메스\n업그레이드:\n- 냉동 지방 분해 장치 (현대, 3000, 서비스 품질 +10, 추가 전력 5MW)
PublicService	13	세관	5000	9000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_customsOffice.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_customsOffice.png	등장 시기: 냉전 시대\n필요 인력: 5명 (대졸)\n직업 품질: 70\n효과: 수출 가격 증가, 수입 가격 조정, 무역 정책 반영\n운영 모드:\n- 수출 부양 (수출 가격이 10% 증가합니다.)\n- 수입세 감소 (수입 무역로의 가격이 10% 감소합니다.)\n- 특별세 (기본 효율을 기준으로 수출 수익의 1%가 스위스 은행 계좌로 이체됩니다.)\n업그레이드:\n- 탈세 (현대, 기본 효율을 기준으로 수입 가격이 10%만큼 증가합니다.)\n- 관광객 요금 (현대, 7500, 트로피코에 도착하는 모든 관광객이 $10만큼의 금액을 냅니다.)
Military	0	경비탑	없음	900	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_guardTower.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_guardTower.png	등장 시기: 식민지 시대\n효과: 기본적인 경계 및 방어 거점
Military	1	요새	1200	3600	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_fort.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_fort.png	등장 시기: 식민지 시대\n효과: 해안 및 도시 방어 강화
Military	2	해적 소굴	없음	2200	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_PirateCove.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_PirateCove.png	등장 시기: 식민지 시대\n효과: 습격 및 비정규 군사 활동 지원
Military	3	감시탑	800	1600	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\ICO_WatchtowerModernTimes.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\ICO_WatchtowerModernTimes.png	등장 시기: 식민지 시대\n효과: 주변 지역 감시 범위 확장
Military	4	막사	1800	5400	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_barracks.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_barracks.png	등장 시기: 세계대전 시대\n효과: 병력 주둔 및 기본 군사 훈련 지원
Military	5	군사 기지	4200	12000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_armyBase.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_armyBase.png	등장 시기: 세계대전 시대\n효과: 대규모 병력 운영 및 군사 차량 지원
Military	6	특공대 주둔지	6000	15000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_CommandoGarrison.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_CommandoGarrison.png	등장 시기: 냉전 시대\n효과: 특수 작전 및 정밀 군사 행동 지원
Military	7	보안 검색대	2000	4200	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_securityCheckpoint.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_securityCheckpoint.png	등장 시기: 냉전 시대\n효과: 출입 통제 및 검문 기능 제공
Military	8	항공모함	15000	36000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_aircraftCarrier.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_aircraftCarrier.png	등장 시기: 냉전 시대\n효과: 해상 전력 투사 및 항공 지원 거점
Military	9	첩보 학교	9000	21000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_spyAcademy.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_spyAcademy.png	등장 시기: 냉전 시대\n효과: 정보 수집 및 비밀 공작 인력 양성
Military	10	방어 기지	8000	18000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_defenseHeadquarters.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_defenseHeadquarters.png	등장 시기: 현대 시대\n효과: 현대식 방어 체계 및 국토 방위 지원
